lines,chars,aa
33,40,"                     ,|                 
          f\  . ,-  / |                 
          | \_|f,,-/  |-.               
         ,'-. ,-.       `.              
        (,-.  ,-.        Y              
        f   Yf   Y       |       ,----. 
        l 0 jl 0 j       l      f  Oh  Y
      ,,-`-'  `-'         Y     l joy! j
  ,-'""""""`-.       ,--.    I      \ ,--' 
 (         )  _,-'    \   l      //     
  `-,.__,,'''"". .  /   Y   Y --=''      
   (        .    ,'\   |   |            
    `.__,-._,,-l""\  Y  |   |            
   _ _ / /      \   j  j  -l            
  f f f f\       `-'  f     \           
  l    'j Y           l      \          
   Y_ _j /j            Y  .   \         
   (___)/f             |   \   Y        
    |  | |             |    Y  |        
    l  ` |             |    j  j        
     `--'|             |   /__/         
         |             |  (_  )         
         l             j  /   |-.       
          \    .      /  ( . . ` )      
          l`._       /    \_\_\_/       
           \  ""`----'    /              
            `._         f               
             | `""""-.    |               
             |   |  Y   |               
           __j   l__j   `-.             
        ,''      ,'        Y            
       l        l          j            
........`--------`--------' ...........
"
9,11," |\/\/\/|  
 |      |  
 |      |  
 | (o)(o)  
 C      _) 
  | ,___|  
  |   /    
 /____\    
/      \
  "
9,15,"/\ /\  /\      
| V  \/  \---. 
 \_        /   
  (o)(o)  <__. 
 _C         /  
/____,   )  \  
  \     /----' 
   ooooo       
  /     \
     "
9,16,"       /\       
 .----/  \----. 
  \          /  
.--\ (o)(o) /__.
 \     ()     / 
  >   (C_)   <  
 /___\____/___\ 
    /|    |\    
   /        \
  "
10,14,"   __&__      
  /     \     
 |       |    
 |  (o)(o)    
 C   .---_)   
  | |.___|    
  |  \__/     
  /_____\     
 /_____/ \    
/         \
  "
11,16,"         &      
      .-""`""-.   
     /       \  
     |   __  _| 
     |  /  \/ \ 
    WW  \_o/_o/ 
    (        _) 
     |   .----\ 
     ;  | '----'
      \__'--;`  
jgs   |___/\|
  "
12,18,"    |\/\  ,.      
    /   `' |,-,   
   /         /_   
 _/            /  
(.-,--.       /   
/o/  o \     /    
\_\    /   _/     
(__`--'    _)     
 /         |      
(_____,'    \  hjw
   \_       _\    
     `._..-'
     "
14,16,"    ___         
   //_\\_       
 .""\\    "".     
/          \    
|           \_  
|       ,--.-.) 
 \     /  o \o\ 
 /\/\  \    /_/ 
  (_.   `--'__) 
   |     .-'  \ 
   |  .-'.     )
   | (  _/--.-' 
   |  `.___.'   
         (
     "
14,15,"  |\/\/\/\/\/| 
  |          | 
  |          | 
  |          | 
  |    __  __| 
  |   /  \/  \ 
  |  (o   )o  )
 /c   \__/ --. 
 \_   ,     -' 
  |  '\_______)
  |      _)    
  |     |      
 /`-----'\     
/         \
   "
14,16,"      /\  /\    
  ___/  \/  \___
 |             /
 |            /_
 /     \_| \_| /
/     \/  \/  \/
\     (o   )o  )
 \ /c  \__/ --. 
 | \_  ,     -' 
 |_ | '\_______)
   ||      _)   
    |     |     
    ooooooo     
   /       \
   "
14,16,"      /\  /\    
  ___/  \|\ /|__
 |       |_o_| /
 |            /_
 /     \_| \_| /
/     \/  \/  \/
\     (o   )o  )
 \ /c  \__/ --. 
 | \_      _ -')
 |_ |     /(_ \ 
   ||    (   ) )
    |____.\(__/ 
    |     |     
   /       \
   "
15,23," /\/\/\/\/\/\/\        
:              :       
|              |   Bart
|              |       
|              |       
|            __`,      
|           /   \      
|           \__*/__    
:               ___)   
 \              \      
  :      _______/      
  |         /          
  ;        :           
 ;         ;           
  `""""*--*"""" SSt
       "
16,34,"     ________________________     
    |                        |    
    |                        |    
    | __----__      __----__ |    
    |/      * \    /      * \|    
    |          |  |          |    
  --|\        /    \        /|--  
 /  | --____--      --____-- |  \ 
| (-|                        |-) |
 \  |.                      .|  / 
  --/                        \--  
   /                          \   
    `--______________________--'  
      \_|__|__|__|__|__|_|_/      
        `---__      __---'        
              )    (
             "
16,19,"            (####) 
          (#######)
        (#########)
       (#########) 
      (#########)  
     (#########)   
    (#########)    
   (#########)     
  (#########)      
   (o)(o)(##)      
 ,_C     (##)      
/___,   (##)       
  \     (#)        
   |    |          
   OOOOOO          
  /      \
        "
17,36,"   ___  _____                       
 .'/,-Y""     ""~-.                   
 l.Y             ^.                 
 /\               _\_      ""Doh!""   
i            ___/""   ""\             
|          /""   ""\   o !            
l         ]     o !__./             
 \ _  _    \.___./    ""~\           
  X \/ \            ___./           
 ( \ ___.   _..--~~""   ~`-.         
  ` Z,--   /               \        
    \__.  (   /       ______)       
      \   l  /-----~~"" /      -Row  
       Y   \          /             
       |    ""x______.^              
       |           \                
       j            Y
              "
17,35,"   ^^^^^^^                         
   |      |                        
   |      |                        
   |  (o)o)                        
  (c      _)                       
   |   ___)                        
   L____/                          
  /     \                          
 /       \                         
 |L_|    |                         
 | ||    |             Bart Simpson
 | ||    |                         
 L(_)___/                          
   \###|                           
    |||                            
    LLL_                           
   (___))       teb
               "
17,17,"        _        
      /X \       
    _------_     
   /        \    
  |          |   
  |          |   
  |     __  __)  
  |    /  \/  \  
 /\/\ (o   )o  ) 
 /c    \__/ --.  
 \_   _-------'  
  |  /         \ 
  | | '\________)
  |  \_____)     
  |_____ |       
 |_____/\/\      
 /        \
     "
18,26,"          /\/\/\/\        
         /       /        
        (. (.  )          
         (      ]         
        /____  /          
         \     |          
         /-----\          
       / /     /  \       
     / \/       \/  \     
   / / /           \  \   
 ((()  /__________\ (/\)))
        /         \       
        |    /\    \      
        ----| |----       
        |__ |  \__ \      
       {____|   {___}     
=======================/  
   (o)           (o)
     "
18,30," (                            
  \  _,--._,-.__,         )   
  / (,  ,       ,`-._    /    
 (  ,^--^-. ;--^--/ (    \    
  :'      `/       \ )   /    
  (  o    (   o    |(  \'     
   \  ,----\       /(,-.)     
  ,'`-\___  `.___,'  ,. )     
,'                   __/      
`-.______________   |,---,    
      `-^;-^--^-'\  |   '----,
        ( '------'  .',-.___/ 
         ;._____,--' / \      
 -hrr-  (           /   \     
        (`-        /     \    
         \       ,'       \   
        / )  _,-'          \  
       / (,-'       \       \
"
19,40,"        ,                               
        (                          )    
         \                        /     
        ,' ,__,___,__,-._         )     
        )-' ,    ,  , , (        /      
-hrr-   ;'""-^-.,-''""""""\' \       )      
       (      (        ) /  __  /       
        \o,----.  o  _,'( ,.^. \        
        ,'`.__  `---'    `\ \ \ \_      
 ,.,. ,'                   \    ' )     
 \ \ \\__  ,------------.  /     /      
( \ \ \( `---.-`-^--,-,--\:     :       
 \       (   (""""""""""""`----'|     :       
  \   `.  \   `.          |      \      
   \   ;  ;     )      __ _\      \     
   /     /    ,-.,-.'""Y  Y  \      `.   
  /     :    ,`-'`-'`-'`-'`-'\       `. 
 /      ;  ,'  /              \        `
/      / ,'   /                \
       "
20,34,"            |\|\,'\,'\ ,.         
            )        ;' |,'       
           /              |,'|,.  
          /                  ` /__
         ,'                    ,-'
        ,'                    :   
       (_                     '   
     ,'                      ;    
     |---._ ,'     .        '     
     :   o Y---.__  ;      ;      
     /`,""""-|     o`.|     /       
    ,  `._  `.    ,'     ;        
    ;         `""""'      ;         
   /                   -'.        
   \                   G  )       
    `-.__________,   `._,'        
            (`   `     |)\        
-hrr.      / `.       ,'  \       
          /    `-----'     \      
         /
                       "
21,31,"         , ,\ ,'\,'\ ,'\ ,\ ,  
   ,  ;\/ \' `'     `   '  /|  
   |\/                      |  
   :                        |  
   :                        |  
    |                       |  
    |                       |  
    :               -.     _|  
     :                \     `. 
     |         ________:______\
     :       ,'o       / o    ;
     :       \       ,'-----./ 
      \_      `--.--'        ) 
     ,` `.              ,---'| 
     : `                     | 
      `,-'                   | 
      /      ,---.          ,' 
   ,-'            `-,------'   
  '   `.        ,--'           
        `-.____/               
-hrr-           \
             "
22,39,"Bart   |^^^^^^^^|                      
Raven  |        |                      
       |        |                      
       |        |                      
       |     _ _,    .---------------. 
       |    (.).)   |                 |
       |    .-^--_  | EAT MY SHORTS ! |
       \   ' _____) |                 |
        | \ (__    /_-----------------'
       /   -__/                        
      /       \                        
     / /   .   |                       
    / /    /   |                       
    / \   /    '                       
   /   \ /    /                        
  /     .    /                         
 / /  X     /                          
/ /  / |--| |____                      
\/\_/  |--|   ----.                    
      /   |\ \----'                    
     / /| | \ \                        
    `_/_|_.  `-
                       "
22,39,"         _,----.                       
      ,-'     __`.                     
     /    .  /--\`)                    
    /  .  )\/_,--\                     
   /  ,'\/,-'    _\_                   
  |  /  ,' ,---'  __\                  
 ,' / ,:     _,-\'_,(                  
  (/ /  \ \,'   |'  _)         ,. ,.,. 
   \/   |          '  \        \ ,. \ )
    \, ,-              \       /,' )// 
     ; \'`      _____,-'      _|`  ,'  
      \ `""\    (_,'_)     _,-'    ,'   
       \   \       \  _,-'       ,'    
       |, , )       `'       _,-'      
       /`/ Y    ,    \   _,-'          
          :    /      \-'              
          |     `--.__\___             
          |._           __)            
-hrr-     |  `--.___    _)             
          |         `----'             
         /                \            
        '                . )
          "
22,31,"     ,---.                     
   ,.'-.   \                   
  ( ( ,'""""""""""-.                
  `,X          `.              
  /` `           `._           
 (            ,   ,_\          
 |          ,---.,'o `.        
 |         / o   \     )       
  \ ,.    (      .____,        
   \| \    \____,'     \       
 '`'\  \        _,____,'       
 \  ,--      ,-'     \         
   ( C     ,'         \        
    `--'  .'           |       
      |   |         .O |       
    __|    \        ,-'_       
   / `L     `._  _,'  ' `.     
  /    `--.._  `',.   _\  `    
  `-.       /\  | `. ( ,\  \   
 _/  `-._  /  \ |--'  (     \  
'  `-.   `'    \/\`.   `.    ) 
      \  -hrr-    \ `.  |    |
"
23,36,"                /\/\,\,\ ,          
                /        ` \'\,     
               /               '/|_ 
              /                   / 
             /                   /  
            /                   ;   
            ;-""""-.  ____       ,    
           /      )'    `.     '    
          (    o |        )   ;     
           ),'""""""\    o   ;  :      
           ;\___  `._____/ ,-:      
          ;                 @ )     
         /                `;-'      
      ,. `-.______________,|        
 ,(`._||         \__\__\__)|        
,`.`-   \        '.        |        
 `._  ) :          )______,;\_      
    \    \_   _,--/       ,   `.    
     \     `--\   :      /      `.  
      \        \  ;     |         \ 
       `-._____ ;|      |       _,' 
   -hrr-       \/'      `-.----' \  
                /          \      \
"
23,37,"              ,  ,                   
             / \/ \,'| _             
            ,'    '  ,' |,|          
           ,'           ' |,'|       
          ,'                 ;'| _   
         ,'                    '' |  
        ,'                        ;-,
       (___                        / 
     ,'    `.  ___               ,'  
    :       ,`'   `-.           /    
    |-._ o /         \         /     
   (    `-(           )       /      
  ,'`.     \      o  /      ,'       
 /    `     `.     ,'      /         
(             `""""""'       /          
 `._                     /           
    `--.______        '""`.           
       \__,__,`---._   '`;           
            ))`-^--')`,-'            
          ,',_____,'  |              
          \_          `).            
  -hrr-     `.      _,'  `           
            /`-._,-'      \
         "
23,32,"            ,---,------.        
          ,'   /        `.      
        _/,   (     .___, \     
      -:_    ,'`-.______`--)    
      `---,-''-/-'-'-';    `.   
        ,(o    \ o   /|    \|__ 
      ,'__\-,--'`---' `,    -<' 
        ,'  `--       |       \ 
       ,`._______,--, |     .-.)
    -::_      /----'  |.     `. 
     ,:___,-  `|      | )`--,-.\
           ),',.-.-.-'_)   `-.  
         ,' `,`^-^-'`';--'    \ 
        (   ( |-. ,' |""---,- _/ 
         `,',-`. `--:_   _,-\_  
         ,\ ,`--      \,'_,-._) 
-hrr-    \/ `---.__    \'    :  
         /|        \    \     : 
        :  `.       \    \    ; 
        |    |      :     `   : 
        ;   /|       \        | 
       /   / |        `.     ;  
                        `---'
  "
